"slug","name","alternate_name","city","district","category","google_rating","google_reviews_count","price_level","work_friendly","group_friendly","late_night","family_friendly","indoor_seating","outdoor_seating","parking","specialty_coffee","desserts","official_instagram","phone","hours_summary","editorial_summary","confidence","status","last_verified_at","source_notes","sector","canonical_name_ar","canonical_name_en","short_address","branch_group","branch_label","reference_url","quietness","crowd_level","place_personality","best_visit_time","why_choose_it","not_for_whom","duplicate_of","archive_reason"
"tamawuj-alqahwah-alnahdah","تموج القهوة","Tamawuj Coffee","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح قوي من قائمة حي النهضة مع عنوان موضّع على طريق عثمان بن عفان.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Besteaterys Al Nahdah list cited Tamawuj Al Qahwah at 2940 Othman bin Affan Rd","cafes","تموج القهوة","Tamawuj Coffee","2940 طريق عثمان بن عفان","tamawuj-coffee","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","اسم جديد مع قرينة عنوان مباشرة.","من يريد مراجعات موثقة الآن.","",""
"abyat-specialty-coffee-alnahdah","قهوة أبيات المختصة","Abyat Specialty Coffee","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد مرصود ضمن قائمة كافيهات حي النهضة.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Besteaterys Al Nahdah list mentioned Abyat Specialty Coffee","cafes","قهوة أبيات المختصة","Abyat Specialty Coffee","طريق عثمان بن عفان","abyat-specialty-coffee","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","مرشح جيد من مصدر حي-محدد.","من يريد تحققًا تشغيليًا كاملًا.","",""
"g-glass-cafe-alnahdah","جي قلاس","G Glass Cafe","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","التقط كاسم جديد في حزمة نتائج حي النهضة ببريدة.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: G Glass Cafe from Besteaterys Al Nahdah list","cafes","جي قلاس","G Glass Cafe","طريق عثمان بن عفان","g-glass-cafe","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","اسم غير موجود حاليًا ويظهر مع سياق مكاني واضح.","من يريد تهجئة نهائية مؤكدة 100٪.","",""
"oush-coffee-alnahdah","قهوة أوش","Oush Coffee","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد من حي النهضة مع قرينة شارع أبو بكر الصديق.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Oush Coffee from Besteaterys Al Nahdah list / Abu Bakr Al Siddiq clue","cafes","قهوة أوش","Oush Coffee","أبو بكر الصديق","oush-coffee","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","من المرشحين الأقوى في الدفعة الحالية.","من يريد سجلًا محققًا نهائيًا الآن.","",""
"shadow-cafe-alnahdah","كافية شدو","Shadow Cafe","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","سجل اكتشاف جديد ضمن حي النهضة.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Shadow Cafe in Al Nahdah from neighborhood list","cafes","كافية شدو","Shadow Cafe","طريق عثمان بن عفان","shadow-cafe","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","يضيف طرفًا صغيرًا من الذيل الطويل في الأحياء.","من يريد تحقق عنوان نهائي.","",""
"genova-cafe-alnahdah","كافية جينوفا","Genova Cafe","بريدة","حي النهضة","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد ظهر في قائمة حي النهضة ويستحق إدراج تغطية أولية.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Genova Cafe from neighborhood list","cafes","كافية جينوفا","Genova Cafe","حي النهضة","genova-cafe","alnahdah","https://besteaterys.com/%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9-%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9/","unknown","unknown","غير متحقق","","اسم جديد غير موجود في الماستر.","من يريد ثقة مرتفعة فورية.","",""
"vol10-cafe-alrayan","فولتن كافيه Vol.10","Vol.10 Cafe","بريدة","حي الريان","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح قوي من حي الريان مع قرينة شارع محمد بن سيرين.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Vol.10 / Fulton Cafe in Al Rayan, Muhammad bin Sirin street via Yango snippet","cafes","فولتن كافيه","Vol.10 Cafe","شارع محمد بن سيرين","vol10-cafe","alrayan","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","واحد من أقوى الأسماء الجديدة في عنقود الريان.","من يريد تحقق صفحات رسمية الآن.","",""
"algharib-cafe-alrayan","كافيه الغريب","Al Gharib Cafe","بريدة","حي الريان","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد قوي نسبيًا من عنقود حي الريان، مرتبط بشارع البخاري.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Al Gharib Cafe in Al Rayan / Al Bukhari street from DDG + Besteaterys/Mat3am snippets","cafes","كافيه الغريب","Al Gharib Cafe","شارع البخاري","algharib-cafe","alrayan","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","من أقوى مرشحي الريان غير الموجودين في الماستر.","من يريد تقييمات ومراجعات حالية.","",""
"fairouz-dessert-cafe-alrayan","فيروز ديزرت كافيه","Fairouz Dessert Cafe","بريدة","حي الريان","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد من حي الريان بقرينة شارع واضحة.","medium","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Fairouz Dessert Cafe in Al Rayan / Muhammad bin Sirin from Yango snippet","cafes","فيروز ديزرت كافيه","Fairouz Dessert Cafe","شارع محمد بن سيرين","fairouz-dessert-cafe","alrayan","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","مرشح جيد من الدفعة الثقيلة الحالية.","من يحتاج تحققًا نهائيًا للحضور الرقمي.","",""
"treat-cafe-alrayan","تريت كافيه","Treat Cafe","بريدة","حي الريان / قريب منه","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد من عنقود الريان لكن موقعه أقل وضوحًا من بقية الأسماء.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Treat Cafe surfaced in Al Rayan search cluster; location needs confirmation","cafes","تريت كافيه","Treat Cafe","غير متحقق","treat-cafe","alrayan-cluster","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","جدير بالتغطية مع وضع ثقة منخفضة بسبب غموض الموضع.","من يريد وضوحًا جغرافيًا كاملًا.","",""
"levanti-cafe-alrayan","ليفانتي","Levanti Cafe","بريدة","حي الريان","كافيه / مقهى","","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد بقرينة حي الريان وشارع البخاري.","low","discovered","","Expansion Round 21 heavy insert from neighborhood sweep support: Levanti Cafe from Al Rayan / Al Bukhari street snippets","cafes","ليفانتي","Levanti Cafe","شارع البخاري","levanti-cafe","alrayan","https://duckduckgo.com/?q=%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86+%D9%83%D8%A7%D9%81%D9%8A%D9%87","unknown","unknown","غير متحقق","","يكثّف تغطية الريان بأسماء صغيرة مرصودة حديثًا.","من يريد تحققًا كاملاً الآن.","",""
